dataAvgSalary62k,Location,Headquarters,Size,Type_of_ownership,Industry,Sector,Revenue,Rating_range,Found_year_range
higher-than-avg,"Philadelphia, PA","Brentford, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Rate[3.5-3.9],Founded 1800-1899
lower-than-avg,"Chicago, IL","London, United Kingdom",10000+ employees,Company - Public,Consulting,Business Services,$10+ billion (USD),Rate[3.5-3.9],Founded 1800-1899
lower-than-avg,"Houston, TX","Fort Knox, KY",201 to 500 employees,Government,Federal Agencies,Government,Unknown / Non-Applicable,Rate[3.5-3.9],Founded 1800-1899
higher-than-avg,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),Rate[3.0-3.4],Founded 1800-1899
higher-than-avg,"Chicago, IL","Toronto, Canada",10000+ employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded 1800-1899
higher-than-avg,"Chicago, IL","Toronto, Canada",10000+ employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded 1800-1899
higher-than-avg,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded 1800-1899
higher-than-avg,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded 1800-1899
higher-than-avg,"Irving, TX","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded 1800-1899
higher-than-avg,"Irving, TX","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded 1800-1899
lower-than-avg,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded 1800-1899
lower-than-avg,"Irving, TX","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded 1800-1899
lower-than-avg,"Jersey City, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded 1800-1899
higher-than-avg,"Los Gatos, CA","Hoboken, NJ",5001 to 10000 employees,Company - Public,Publishing,Media,$1 to $2 billion (USD),Rate[3.0-3.4],Founded 1800-1899
higher-than-avg,"Newark, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded before 1800
higher-than-avg,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded before 1800
higher-than-avg,"Columbus, OH","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded before 1800
higher-than-avg,"Lewisville, TX","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded before 1800
lower-than-avg,"Newark, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded before 1800
lower-than-avg,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded before 1800
lower-than-avg,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded before 1800
lower-than-avg,"Wilmington, DE","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded before 1800
lower-than-avg,"Columbus, OH","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded before 1800
lower-than-avg,"Brooklyn, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.5-3.9],Founded before 1800
higher-than-avg,"Denver, CO","Atlanta, GA",501 to 1000 employees,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,Rate[4.0-4.4],Founded before 1800
lower-than-avg,"Athens, GA","Athens, GA",10000+ employees,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),Rate[4.0-4.4],Founded before 1800
higher-than-avg,"Florham Park, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.0-3.4],Founded before 1800
higher-than-avg,"Florham Park, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.0-3.4],Founded before 1800
higher-than-avg,"Houston, TX","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.0-3.4],Founded before 1800
higher-than-avg,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.0-3.4],Founded before 1800
higher-than-avg,"Wilmington, DE","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.0-3.4],Founded before 1800
higher-than-avg,"Florham Park, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.0-3.4],Founded before 1800
higher-than-avg,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.0-3.4],Founded before 1800
lower-than-avg,"Houston, TX","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.0-3.4],Founded before 1800
lower-than-avg,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Rate[3.0-3.4],Founded before 1800
lower-than-avg,"Philadelphia, PA","Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Rate[4.0-4.4],Founded before 1800
lower-than-avg,"Philadelphia, PA","Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Rate[4.0-4.4],Founded before 1800
lower-than-avg,"Philadelphia, PA","Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Rate[4.0-4.4],Founded before 1800
lower-than-avg,"Philadelphia, PA","Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Rate[4.0-4.4],Founded before 1800
lower-than-avg,"Philadelphia, PA","Philadelphia, PA",10000+ employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Rate[4.0-4.4],Founded before 1800
higher-than-avg,"Charlotte, NC","London, United Kingdom",1001 to 5000 employees,Company - Public,Stock Exchanges,Finance,$50 to $100 million (USD),Rate[3.0-3.4],Founded before 1800
higher-than-avg,"Berkeley, CA","Berkeley, CA",10000+ employees,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),Rate[4.0-4.4],Founded before 1800
higher-than-avg,"San Francisco, CA","San Francisco, CA",1 to 50 employees,Company - Private,Internet,Information Technology,Less than $1 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"New York, NY","Shepton Mallet, United Kingdom",51 to 200 employees,Company - Public,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Chicago, IL","Chicago, IL",51 to 200 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"San Francisco, CA","San Francisco, CA",1 to 50 employees,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"San Mateo, CA","Piscataway, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"San Jose, CA","Alpharetta, GA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"New York, NY","Cranford, NJ",1 to 50 employees,Company - Public,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Lake Success, NY","Spring, TX",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"San Diego, CA","Fenton, MI",1 to 50 employees,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Cerritos, CA","Alpharetta, GA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"King of Prussia, PA","King of Prussia, PA",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"New York, NY","Yorktown Heights, NY",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"Denver, CO","San Jose, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"San Francisco, CA","San Francisco, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Los Angeles, CA","Sherman Oaks, CA",1 to 50 employees,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Long Beach, CA","Dana Point, CA",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Los Angeles, CA","West Roxbury, MA",1 to 50 employees,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Greenwood Village, Arapahoe, CO","Alpharetta, GA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"Huntersville, NC","Charlotte, NC",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"Huntersville, NC","Charlotte, NC",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"New York, NY","New York, NY (US), NY",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"New York, NY","Los Angeles, CA",1 to 50 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"New York, NY","Yorktown Heights, NY",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"Charlotte, NC","Charlotte, NC",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Boulder, CO","Denver, CO",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Rate[4.5-5.0],-1
lower-than-avg,"Houston, TX","Cypress, TX",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"San Francisco, CA","San Mateo, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"San Francisco, CA","San Mateo, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Dallas, TX","Alpharetta, GA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"Phoenix, AZ","Alpharetta, GA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),Rate[4.5-5.0],-1
lower-than-avg,"Chicago, IL","Chicago, IL",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
lower-than-avg,"Chicago, IL","Chicago, IL",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),Rate[4.5-5.0],-1
lower-than-avg,"Burbank, CA","Bishnupur , India",Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
lower-than-avg,"Pasadena, CA","Fremont, CA",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),Rate[4.5-5.0],-1
lower-than-avg,"Burbank, CA","Bishnupur , India",Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Irving, TX","Irving, TX",Unknown,Company - Public,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
lower-than-avg,"Lake Success, NY","Spring, TX",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),Rate[4.5-5.0],-1
lower-than-avg,"Horsham, PA","King of Prussia, PA",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
lower-than-avg,"Jacksonville, FL","Burbank, CA",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Rate[4.5-5.0],-1
lower-than-avg,"Pasadena, CA","Pasadena, CA",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
lower-than-avg,"Salt Lake City, UT","Stamford, CT",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
lower-than-avg,"Richardson, TX","Richardson, TX",1 to 50 employees,Company - Private,Audiovisual,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"City of Industry, CA","Taipei, Taiwan",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Burbank, CA","Bishnupur , India",Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
lower-than-avg,"Houston, TX","Stavanger, Norway",501 to 1000 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"New York, NY","Piscataway, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Lakewood, CO","Gilbert, AZ",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"New York, NY","Fremont, CA",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Houston, TX","Lombard, IL",Unknown,Company - Private,Publishing,Media,Less than $1 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"South Plainfield, NJ","Allentown, PA",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Fort Worth, TX","Edison, NJ",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"El Segundo, CA","El Segundo, CA",51 to 200 employees,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Dallas, TX","San Diego, CA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),Rate[4.5-5.0],-1
lower-than-avg,"New York, NY","Washington, DC",1 to 50 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Charlotte, NC","Memphis, TN",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"Austin, TX","Austin, TX",501 to 1000 employees,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,Rate[4.5-5.0],-1
higher-than-avg,"Fort Worth, TX","Cary, NC",1 to 50 employees,Company - Public,-1,-1,$1 to $5 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"Charlotte, NC","Memphis, TN",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Rate[4.5-5.0],-1
lower-than-avg,"Houston, TX","Houston, TX",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"New York, NY","West Hollywood, CA",51 to 200 employees,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"Plano, TX","Plano, TX",1 to 50 employees,Company - Private,-1,-1,$1 to $5 million (USD),Rate[4.5-5.0],-1
lower-than-avg,"Wayne, PA","Wayne, PA",1 to 50 employees,Company - Private,Publishing,Media,$1 to $5 million (USD),Rate[4.5-5.0],-1
lower-than-avg,"Plano, TX","Memphis, TN",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"New York, NY","Edison, NJ",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"San Diego, CA","Alpharetta, GA",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"Dallas, TX","New York, NY",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),Rate[4.5-5.0],-1
higher-than-avg,"New York, NY","Parsippany, NJ",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"New York, NY","London, United Kingdom",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Rate[4.0-4.4],-1
higher-than-avg,"Spring, TX","Pearland, TX",51 to 200 employees,Unknown,Staffing & Outsourcing,Business Services,Less than $1 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"San Antonio, TX","Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"San Jose, CA","Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Brooklyn, NY","Baltimore, MD",1 to 50 employees,Company - Private,-1,-1,$1 to $5 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Tempe, AZ","Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Austin, TX","Cedar Park, TX",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Rate[4.0-4.4],-1
higher-than-avg,"Fremont, CA","Irvine, CA",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.0-4.4],-1
higher-than-avg,"Parsippany, NJ","London, United Kingdom",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Rate[4.0-4.4],-1
higher-than-avg,"Irving, TX","Dallas, TX",1 to 50 employees,Company - Public,IT Services,Information Technology,Less than $1 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Phoenix, AZ","Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Rate[4.0-4.4],-1
lower-than-avg,"Weehawken, NJ","Princeton, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Rate[4.0-4.4],-1
lower-than-avg,"Round Rock, TX","New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Menlo Park, CA","Reno, NV",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Rate[4.0-4.4],-1
higher-than-avg,"New York, NY","Cincinnati, OH",51 to 200 employees,Company - Private,TV Broadcast & Cable Networks,Media,$5 to $10 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Denver, CO","McLean, VA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Denver, CO","McLean, VA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Pleasanton, CA","Alexandria, VA",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"New York, NY","Albany, NY",201 to 500 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$5 to $10 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Dallas, TX","Vienna, VA",1 to 50 employees,Contract,IT Services,Information Technology,$1 to $5 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Tempe, AZ","Tempe, AZ",501 to 1000 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.0-4.4],-1
higher-than-avg,"Scottsdale, AZ","Santa Clara, CA",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.0-4.4],-1
lower-than-avg,"Salt Lake City, UT","Morrisville, NC",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),Rate[4.0-4.4],-1
lower-than-avg,"Salt Lake City, UT","Farmington Hills, MI",10000+ employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Chicago, IL","Ottawa, Canada",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"New York, NY","Monmouth Junction, NJ",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Stanford, CA","Stanford, CA",5001 to 10000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Rate[4.0-4.4],-1
higher-than-avg,"Stanford, CA","Stanford, CA",5001 to 10000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Rate[4.0-4.4],-1
higher-than-avg,"New York, NY","New York, NY",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.0-4.4],-1
lower-than-avg,"Houston, TX","Edison, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),Rate[4.0-4.4],-1
lower-than-avg,"Houston, TX","Nashua, NH",1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Scottsdale, AZ","Schaumburg, IL",201 to 500 employees,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),Rate[4.0-4.4],-1
lower-than-avg,"Bellevue, WA","Bellevue, WA",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.0-4.4],-1
lower-than-avg,"Indianapolis, IN","Alpharetta, GA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"San Jose, CA","Pleasanton, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"San Jose, CA","Santa Clara, CA",201 to 500 employees,Company - Private,-1,-1,$10 to $25 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Broomfield, CO","Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Redwood City, CA","Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Mountain View, CA","Santa Clara, CA",201 to 500 employees,Company - Private,-1,-1,$10 to $25 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Plymouth Meeting, PA","Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Redwood City, CA","Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Jersey City, NJ","New York, NY",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.0-4.4],-1
higher-than-avg,"San Francisco, CA","New Delhi, India",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.0-4.4],-1
higher-than-avg,"Denver, CO","Beaverton, OR",1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Mountain View, CA","Santa Clara, CA",201 to 500 employees,Company - Private,-1,-1,$10 to $25 million (USD),Rate[4.0-4.4],-1
lower-than-avg,"Redwood City, CA","Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Oakland, CA","Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Plano, TX","Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Rate[4.0-4.4],-1
lower-than-avg,"Allen, TX","Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Rate[4.0-4.4],-1
lower-than-avg,"New York, NY","Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Rate[4.0-4.4],-1
lower-than-avg,"New York, NY","New York, NY",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.0-4.4],-1
lower-than-avg,"Feasterville Trevose, PA","Langhorne, PA",1 to 50 employees,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),Rate[4.0-4.4],-1
lower-than-avg,"Austin, TX","Pleasanton, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Rate[4.0-4.4],-1
lower-than-avg,"Round Rock, TX","Boston, MA",Unknown,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Sunnyvale, CA","Pleasanton, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"Rolling Meadows, IL","Seattle, WA",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.0-4.4],-1
higher-than-avg,"San Jose, CA","Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"New York, NY","Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"San Mateo, CA","San Mateo, CA",Unknown,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"New York, NY","Cherry Hill, NJ",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Rate[4.0-4.4],-1
higher-than-avg,"San Diego, CA",-1,Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,Rate[4.0-4.4],-1
higher-than-avg,"Chicago, IL","East Thetford, VT",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Rate[4.0-4.4],-1
