Location = Location,Headquarters = Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Easy Apply,Rating range,Found year range,Senior,Competitors,Compare to avg salary 62k
"Location = Allen, TX","Headquarters = Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Newark, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = New York, NY",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Feasterville Trevose, PA","Headquarters = Langhorne, PA",1 to 50 employees,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Austin, TX","Headquarters = Pleasanton, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Round Rock, TX","Headquarters = Boston, MA",-1,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Sunnyvale, CA","Headquarters = Pleasanton, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Rolling Meadows, IL","Headquarters = Seattle, WA",1 to 50 employees,Company - Private,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Jose, CA","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Mateo, CA","Headquarters = San Mateo, CA",-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Cherry Hill, NJ",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Diego, CA",Headquarters = -1,-1,Company - Private,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Chicago, IL","Headquarters = East Thetford, VT",1 to 50 employees,Company - Private,Consulting,Business Services,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Santa Clara, CA","Headquarters = Hyderabad, India",51 to 200 employees,Company - Private,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Arlington Heights, IL","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Chicago, IL","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Chicago, IL","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Mateo, CA","Headquarters = Cherry Hill, NJ",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Pleasanton, CA","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Milpitas, CA","Headquarters = San Jose, CA",1 to 50 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Pleasanton, CA","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Los Angeles, CA","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Redmond, WA","Headquarters = Kyoto, Japan",5001 to 10000 employees,Company - Public,Video Games,Media,$10+ billion (USD),-1,Rate[4.0-4.4],-1,IsSenior,-1,salary_higher_than_avg
"Location = Charlotte, NC","Headquarters = Farmington Hills, MI",-1,-1,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Pleasanton, CA","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Cherry Hill, NJ",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Englewood, CO","Headquarters = Greenwood Village, CO",1 to 50 employees,Company - Private,-1,-1,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Harrison, NY","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Irving, TX",Headquarters = -1,1 to 50 employees,Other Organization,IT Services,Information Technology,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Irving, TX","Headquarters = Cherry Hill, NJ",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Richardson, TX","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Richardson, TX","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Cherry Hill, NJ",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = San Francisco, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Richardson, TX","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Richardson, TX","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Glendale, CA","Headquarters = Dayton, OH",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Irving, TX","Headquarters = Irving, TX",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Antonio, TX","Headquarters = Annapolis, MD",1 to 50 employees,Company - Private,Federal Agencies,Government,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = San Francisco, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Lawrence, IN","Headquarters = Moosic, PA",51 to 200 employees,Franchise,"Department, Clothing, & Shoe Stores",Retail,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Houston, TX","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Salt Lake City, UT","Headquarters = Alexandria, VA",501 to 1000 employees,Company - Public,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Los Angeles, CA","Headquarters = Boca Raton, FL",51 to 200 employees,Company - Private,-1,-1,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Arcadia, CA","Headquarters = Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Palo Alto, CA","Headquarters = Palo Alto, CA",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,-1,-1,Rate[4.0-4.4],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",1001 to 5000 employees,Nonprofit Organization,-1,-1,-1,-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Chicago, IL","Headquarters = Salisbury, NC",1001 to 5000 employees,Company - Public,Food & Beverage Stores,Retail,-1,-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Chicago, IL","Headquarters = Seattle, WA",1 to 50 employees,Franchise,Construction,"Construction, Repair & Maintenance",Less than $1 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Santa Clara, CA","Headquarters = Irvine, CA",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Anaheim, CA","Headquarters = Irvine, CA",201 to 500 employees,Company - Private,Brokerage Services,Finance,-1,-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Milpitas, CA","Headquarters = Irvine, CA",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Phoenix, AZ","Headquarters = Irvine, CA",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Antonio, TX","Headquarters = Chantilly, VA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Doylestown, PA","Headquarters = Doylestown, PA",1001 to 5000 employees,Company - Private,Vehicle Dealers,Retail,$1 to $2 billion (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = San Jose, CA","Headquarters = Irvine, CA",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = El Segundo, CA","Headquarters = El Segundo, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",5001 to 10000 employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",51 to 200 employees,Other Organization,"Health, Beauty, & Fitness",Consumer Services,-1,-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Los Angeles, CA","Headquarters = Sacramento, CA",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Austin, TX","Headquarters = Austin, TX",1 to 50 employees,Company - Private,Internet,Information Technology,Less than $1 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = North Brunswick, NJ",501 to 1000 employees,Company - Private,Consulting,Business Services,-1,-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Allegheny West, PA","Headquarters = El Segundo, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Franklin Lakes, NJ","Headquarters = Plano, TX",1 to 50 employees,Contract,-1,-1,-1,-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Irving, TX","Headquarters = Irving, TX",1 to 50 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Irving, TX","Headquarters = Irving, TX",1 to 50 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Scottsdale, AZ","Headquarters = Scottsdale, AZ",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Dallas, TX","Headquarters = Towson, MD",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,-1,-1,Rate[3.5-3.9],-1,IsSenior,-1,salary_higher_than_avg
"Location = El Segundo, CA","Headquarters = El Segundo, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Columbus, OH",1 to 50 employees,-1,-1,-1,-1,-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Allegheny West, PA","Headquarters = El Segundo, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Seattle, WA","Headquarters = Chantilly, VA",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = New York, NY",5001 to 10000 employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Dallas, TX","Headquarters = Plano, TX",1 to 50 employees,Contract,-1,-1,-1,-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = El Segundo, CA","Headquarters = El Segundo, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Downers Grove, IL","Headquarters = Atlanta, GA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,-1,-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Chicago, IL","Headquarters = Detroit, MI",1 to 50 employees,Nonprofit Organization,-1,-1,$1 to $5 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Mateo, CA","Headquarters = Newark, CA",1 to 50 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Cupertino, CA","Headquarters = Elk Grove, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Jersey City, NJ","Headquarters = Atlanta, GA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,-1,-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Norfolk, VA","Headquarters = Virginia Beach, VA",201 to 500 employees,Contract,IT Services,Information Technology,-1,-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = Visalia, CA","Headquarters = Springville, CA",1 to 50 employees,School / School District,Preschool & Child Care,Education,$1 to $5 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
"Location = San Francisco, CA","Headquarters = San Francisco, CA",5001 to 10000 employees,Government,Federal Agencies,Government,-1,-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_lower_than_avg
"Location = Southlake, TX","Headquarters = Southlake, TX",1 to 50 employees,Subsidiary or Business Segment,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,Rate[3.5-3.9],-1,IsNotSenior,-1,salary_higher_than_avg
