Location = Location,Headquarters = Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Easy Apply,Rating range,Found year range,Senior,Competitors,Compare to avg salary 62k
"Location = New York, NY","Headquarters = New York, NY",51 to 200 employees,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Redwood City, CA",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"SAP, Salesforce, Microsoft",salary_higher_than_avg
"Location = New York, NY","Headquarters = Redwood City, CA",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"SAP, Salesforce, Microsoft",salary_lower_than_avg
"Location = Long Beach, CA","Headquarters = Long Beach, CA",501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,Rate[3.0-3.4],Founded 1970-1979,IsNotSenior,-1,salary_higher_than_avg
"Location = Long Beach, CA","Headquarters = Long Beach, CA",501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,Rate[3.0-3.4],Founded 1970-1979,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,Rate[2.0-2.4],Founded 1970-1979,IsSenior,-1,salary_higher_than_avg
"Location = Allen, TX","Headquarters = Ottawa, Canada",5001 to 10000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,Tyler Technologies,salary_lower_than_avg
"Location = Santa Clara, CA","Headquarters = Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Google, Microsoft, Samsung Electronics",salary_higher_than_avg
"Location = Santa Clara, CA","Headquarters = Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Google, Microsoft, Samsung Electronics",salary_higher_than_avg
"Location = Santa Clara, CA","Headquarters = Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Google, Microsoft, Samsung Electronics",salary_higher_than_avg
"Location = Santa Clara, CA","Headquarters = Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Google, Microsoft, Samsung Electronics",salary_higher_than_avg
"Location = Santa Clara, CA","Headquarters = Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Google, Microsoft, Samsung Electronics",salary_higher_than_avg
"Location = Santa Clara, CA","Headquarters = Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsSenior,"Google, Microsoft, Samsung Electronics",salary_higher_than_avg
"Location = Santa Clara, CA","Headquarters = Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsSenior,"Google, Microsoft, Samsung Electronics",salary_higher_than_avg
"Location = Santa Clara, CA","Headquarters = Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsSenior,"Google, Microsoft, Samsung Electronics",salary_higher_than_avg
"Location = Santa Clara, CA","Headquarters = Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsSenior,"Google, Microsoft, Samsung Electronics",salary_higher_than_avg
"Location = Culver City, CA","Headquarters = Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Google, Microsoft, Samsung Electronics",salary_lower_than_avg
"Location = Issaquah, WA","Headquarters = Issaquah, WA",10000+ employees,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Sam's Club, BJ's Wholesale Club",salary_higher_than_avg
"Location = Issaquah, WA","Headquarters = Issaquah, WA",10000+ employees,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Sam's Club, BJ's Wholesale Club",salary_lower_than_avg
"Location = Issaquah, WA","Headquarters = Issaquah, WA",10000+ employees,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Sam's Club, BJ's Wholesale Club",salary_lower_than_avg
"Location = Maywood, IL","Headquarters = Livonia, MI",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1,Rate[3.0-3.4],Founded 1970-1979,IsNotSenior,"HCA Healthcare, Vanguard Health Systems",salary_higher_than_avg
"Location = Redmond, WA","Headquarters = Redmond, WA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Google, Amazon, Apple",salary_higher_than_avg
"Location = Redmond, WA","Headquarters = Redmond, WA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsSenior,"Google, Amazon, Apple",salary_higher_than_avg
"Location = Redmond, WA","Headquarters = Redmond, WA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Google, Amazon, Apple",salary_higher_than_avg
"Location = Redmond, WA","Headquarters = Redmond, WA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Google, Amazon, Apple",salary_lower_than_avg
"Location = Redmond, WA","Headquarters = Redmond, WA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Google, Amazon, Apple",salary_lower_than_avg
"Location = Seattle, WA","Headquarters = Seattle, WA",1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"Seattle Children's, Center for Infectious Disease Research, University of Washington",salary_higher_than_avg
"Location = Seattle, WA","Headquarters = Seattle, WA",1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"Seattle Children's, Center for Infectious Disease Research, University of Washington",salary_lower_than_avg
"Location = Phoenix, AZ","Headquarters = Phoenix, AZ",501 to 1000 employees,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"DP Electric, Helix Electric, Wilson Electric",salary_higher_than_avg
"Location = Charlotte, NC","Headquarters = Fairfax, VA",1001 to 5000 employees,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,-1,salary_lower_than_avg
"Location = Malvern, PA","Headquarters = Malvern, PA",10000+ employees,Company - Private,Investment Banking & Asset Management,Finance,-1,-1,Rate[3.0-3.4],Founded 1970-1979,IsSenior,"Charles Schwab, Fidelity Investments, Edward Jones",salary_higher_than_avg
"Location = Charlotte, NC","Headquarters = Malvern, PA",10000+ employees,Company - Private,Investment Banking & Asset Management,Finance,-1,-1,Rate[3.0-3.4],Founded 1970-1979,IsSenior,"Charles Schwab, Fidelity Investments, Edward Jones",salary_higher_than_avg
"Location = Scottsdale, AZ","Headquarters = Malvern, PA",10000+ employees,Company - Private,Investment Banking & Asset Management,Finance,-1,-1,Rate[3.0-3.4],Founded 1970-1979,IsNotSenior,"Charles Schwab, Fidelity Investments, Edward Jones",salary_higher_than_avg
"Location = Malvern, PA","Headquarters = Malvern, PA",10000+ employees,Company - Private,Investment Banking & Asset Management,Finance,-1,-1,Rate[3.0-3.4],Founded 1970-1979,IsSenior,"Charles Schwab, Fidelity Investments, Edward Jones",salary_lower_than_avg
"Location = Malvern, PA","Headquarters = Malvern, PA",10000+ employees,Company - Private,Investment Banking & Asset Management,Finance,-1,-1,Rate[3.0-3.4],Founded 1970-1979,IsSenior,"Charles Schwab, Fidelity Investments, Edward Jones",salary_lower_than_avg
"Location = Philadelphia, PA","Headquarters = Philadelphia, PA",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,"Penn Medicine, Kimmel Cancer Center Jefferson, Abington Jefferson Health",salary_higher_than_avg
"Location = San Antonio, TX","Headquarters = San Antonio, TX",501 to 1000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,-1,-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,-1,salary_higher_than_avg
"Location = El Segundo, CA","Headquarters = Goleta, CA",501 to 1000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,-1,salary_lower_than_avg
"Location = Phoenix, AZ","Headquarters = San Francisco, CA",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,-1,salary_higher_than_avg
"Location = Lone Tree, CO","Headquarters = San Francisco, CA",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,-1,salary_higher_than_avg
"Location = Cerritos, CA","Headquarters = Easton, MD",501 to 1000 employees,Nonprofit Organization,Consulting,Business Services,$50 to $100 million (USD),-1,Rate[3.0-3.4],Founded 1970-1979,IsNotSenior,-1,salary_lower_than_avg
"Location = Dallas, TX","Headquarters = Easton, MD",501 to 1000 employees,Nonprofit Organization,Consulting,Business Services,$50 to $100 million (USD),-1,Rate[3.0-3.4],Founded 1970-1979,IsNotSenior,-1,salary_lower_than_avg
"Location = Indian Trail, NC","Headquarters = Indian Trail, NC",51 to 200 employees,Company - Public,General Repair & Maintenance,"Construction, Repair & Maintenance",$10 to $25 million (USD),-1,-1,Founded 1970-1979,IsNotSenior,-1,salary_higher_than_avg
"Location = Palo Alto, CA","Headquarters = Walldorf, Germany",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[4.5-5.0],Founded 1970-1979,IsNotSenior,"Salesforce, Oracle, Microsoft",salary_higher_than_avg
"Location = Houston, TX","Headquarters = Houston, TX",5001 to 10000 employees,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1970-1979,IsNotSenior,-1,salary_higher_than_avg
"Location = Greenwood Village, Arapahoe, CO","Headquarters = West Des Moines, IA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsSenior,-1,salary_higher_than_avg
"Location = Grapevine, TX","Headquarters = Grapevine, TX",1001 to 5000 employees,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,-1,salary_lower_than_avg
"Location = Pasadena, CA","Headquarters = Pasadena, CA",501 to 1000 employees,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,-1,-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"PIMCO, TCW, Oaktree Capital Management",salary_lower_than_avg
"Location = New York, NY","Headquarters = New York, NY",201 to 500 employees,Nonprofit Organization,Social Assistance,Non-Profit,-1,-1,Rate[3.0-3.4],Founded 1970-1979,IsNotSenior,-1,salary_higher_than_avg
"Location = Broadview, IL","Headquarters = Mount Prospect, IL",1001 to 5000 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),-1,Rate[3.0-3.4],Founded 1970-1979,IsNotSenior,"Stanley Black & Decker, Milwaukee Tool",salary_higher_than_avg
"Location = Northridge, CA","Headquarters = Tarzana, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,Rate[3.0-3.4],Founded 1970-1979,IsNotSenior,-1,salary_higher_than_avg
"Location = Centennial, CO","Headquarters = Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"Adecco, Kforce",salary_higher_than_avg
"Location = Wayne, PA","Headquarters = Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsSenior,"Adecco, Kforce",salary_higher_than_avg
"Location = Boothwyn, PA","Headquarters = Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"Adecco, Kforce",salary_higher_than_avg
"Location = Phoenix, AZ","Headquarters = Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"Adecco, Kforce",salary_higher_than_avg
"Location = Wilmington, DE","Headquarters = Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"Adecco, Kforce",salary_higher_than_avg
"Location = Tempe, AZ","Headquarters = Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"Adecco, Kforce",salary_higher_than_avg
"Location = Round Rock, TX","Headquarters = Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"Adecco, Kforce",salary_lower_than_avg
"Location = Camden, NJ","Headquarters = Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"Adecco, Kforce",salary_lower_than_avg
"Location = Richardson, TX","Headquarters = Wayne, PA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,Rate[3.5-3.9],Founded 1970-1979,IsNotSenior,"Adecco, Kforce",salary_lower_than_avg
"Location = Houston, TX","Headquarters = Sugar Land, TX",10000+ employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1,Rate[3.0-3.4],Founded 1970-1979,IsNotSenior,-1,salary_lower_than_avg
"Location = Westerville, OH","Headquarters = Bonn, Germany",10000+ employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,-1,-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Hauppauge, NY",201 to 500 employees,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Weehawken, NJ","Headquarters = Hauppauge, NY",201 to 500 employees,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Jersey City, NJ","Headquarters = Hauppauge, NY",201 to 500 employees,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = New York, NY","Headquarters = Sydney, Australia",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,"Goldman Sachs, Commonwealth Bank of Australia, Deutsche Bank",salary_lower_than_avg
"Location = Charlotte, NC","Headquarters = Mumbai, India",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"Accenture, IBM, Infosys",salary_higher_than_avg
"Location = Charlotte, NC","Headquarters = New York, NY",10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"Cognizant Technology Solutions, Accenture, IBM",salary_higher_than_avg
"Location = Plymouth Meeting, PA","Headquarters = Plymouth Meeting, PA",201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,-1,-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Houston, TX","Headquarters = Jacksonville, FL",10000+ employees,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"Fiserv, First Data, Jack Henry & Associates",salary_lower_than_avg
"Location = New York, NY","Headquarters = New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Hanford, CA","Headquarters = City of Industry, CA",1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Arlington, TX","Headquarters = Arlington, TX",1001 to 5000 employees,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Arlington, TX","Headquarters = Arlington, TX",1001 to 5000 employees,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Chicago, IL","Headquarters = Paris, France",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"Accenture, CGI, Sopra Steria",salary_higher_than_avg
"Location = New York, NY","Headquarters = Paris, France",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"Accenture, CGI, Sopra Steria",salary_higher_than_avg
"Location = Jersey City, NJ","Headquarters = Paris, France",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"Accenture, CGI, Sopra Steria",salary_higher_than_avg
"Location = Jersey City, NJ","Headquarters = Paris, France",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsSenior,"Accenture, CGI, Sopra Steria",salary_higher_than_avg
"Location = Houston, TX","Headquarters = Paris, France",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"Accenture, CGI, Sopra Steria",salary_lower_than_avg
"Location = Jersey City, NJ","Headquarters = Paris, France",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"Accenture, CGI, Sopra Steria",salary_higher_than_avg
"Location = Dallas, TX","Headquarters = Paris, France",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"Accenture, CGI, Sopra Steria",salary_lower_than_avg
"Location = Charlotte, NC","Headquarters = Tokyo, Japan",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsSenior,"Capgemini, Accenture, Deloitte",salary_higher_than_avg
"Location = Charlotte, NC","Headquarters = Tokyo, Japan",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,"Capgemini, Accenture, Deloitte",salary_higher_than_avg
"Location = Irving, TX","Headquarters = Tokyo, Japan",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,"Capgemini, Accenture, Deloitte",salary_higher_than_avg
"Location = New York, NY","Headquarters = Tokyo, Japan",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,"Capgemini, Accenture, Deloitte",salary_lower_than_avg
"Location = Secaucus, NJ","Headquarters = Secaucus, NJ",10000+ employees,Company - Public,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsSenior,"LabCorp, Bio-Reference Labs, Thermo Fisher Scientific",salary_higher_than_avg
"Location = New York, NY","Headquarters = Charlotte, NC",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,Rate[3.0-3.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Dallas, TX","Headquarters = Pittsburgh, PA",1001 to 5000 employees,Subsidiary or Business Segment,Lending,Finance,$500 million to $1 billion (USD),-1,Rate[2.5-2.9,Founded 1960-1969,IsNotSenior,"Mortgage Connect, Amrock, Title365",salary_higher_than_avg
"Location = Dallas, TX","Headquarters = Pittsburgh, PA",1001 to 5000 employees,Subsidiary or Business Segment,Lending,Finance,$500 million to $1 billion (USD),-1,Rate[2.5-2.9,Founded 1960-1969,IsNotSenior,"Mortgage Connect, Amrock, Title365",salary_higher_than_avg
"Location = San Antonio, TX","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = San Ramon, CA","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Charlotte, NC","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Charlotte, NC","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsSenior,-1,salary_higher_than_avg
"Location = New York, NY","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Wilmington, DE","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Charlotte, NC","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Charlotte, NC","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Denver, CO","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Plano, TX","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Plano, TX","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Plano, TX","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsSenior,-1,salary_lower_than_avg
"Location = Chandler, AZ","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
"Location = Evanston, IL","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = San Antonio, TX","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsSenior,-1,salary_lower_than_avg
"Location = Wilmington, DE","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Los Angeles, CA","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Dallas, TX","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = Summit, NJ","Headquarters = Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,Rate[4.0-4.4],Founded 1960-1969,IsNotSenior,-1,salary_lower_than_avg
"Location = San Diego, CA","Headquarters = San Diego, CA",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,-1,-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,"Sharp HealthCare, Scripps Health",salary_higher_than_avg
"Location = Philadelphia, PA","Headquarters = Pasadena, CA",10000+ employees,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),-1,Rate[3.5-3.9],Founded 1960-1969,IsNotSenior,-1,salary_higher_than_avg
